@relation 'matches-weka.filters.unsupervised.attribute.Remove-R1-8,10-38-weka.filters.unsupervised.attribute.Remove-R19,37-weka.filters.unsupervised.attribute.Remove-R1,8,10-13,17,25,27-30,34'

@attribute home_shotsOnGoal numeric
@attribute home_shotsOffGoal numeric
@attribute home_totalShots numeric
@attribute home_blockedShots numeric
@attribute home_shotsInsideBox numeric
@attribute home_shotsOutsideBox numeric
@attribute home_cornerKicks numeric
@attribute home_goalkeeperSaves numeric
@attribute home_totalPasses numeric
@attribute home_accuratePasses numeric
@attribute home_expectedGoals numeric
@attribute away_shotsOnGoal numeric
@attribute away_shotsOffGoal numeric
@attribute away_totalShots numeric
@attribute away_blockedShots numeric
@attribute away_shotsInsideBox numeric
@attribute away_shotsOutsideBox numeric
@attribute away_cornerKicks numeric
@attribute away_goalkeeperSaves numeric
@attribute away_totalPasses numeric
@attribute away_accuratePasses numeric
@attribute away_expectedGoals numeric
@attribute resultado {'Away Win','Home Win',Draw}

@data
7,4,14,3,13,1,3,3,294,224,1.78,6,5,12,1,9,3,4,4,674,601,2.1,'Home Win'
7,5,13,1,8,5,3,2,331,245,3.47,2,6,11,3,5,6,5,2,618,531,0.72,'Home Win'
1,2,4,1,1,3,3,3,230,137,0.13,5,9,19,5,12,7,9,0,477,404,1.13,'Away Win'
3,1,8,4,7,1,4,3,336,265,1.16,4,4,11,3,7,4,10,2,513,439,1.12,Draw
7,8,19,4,11,8,10,2,454,373,1.99,3,6,13,4,4,9,4,6,320,249,1.41,Draw
4,4,13,5,8,5,2,2,333,236,0.75,4,4,14,6,10,4,5,3,671,579,1.53,'Away Win'
4,7,11,0,8,3,5,1,498,380,1.96,1,3,5,1,4,1,4,2,398,280,0.54,'Home Win'
7,5,20,8,14,6,8,0,464,353,1.25,2,5,11,4,6,5,3,6,369,232,0.82,Draw
4,6,14,4,8,6,7,1,567,490,1.05,1,0,1,0,1,0,2,4,504,414,0.04,Draw
2,6,13,5,9,4,6,4,495,412,0.81,4,7,13,2,6,7,8,1,298,201,0.49,Draw
4,3,9,2,4,5,2,7,364,281,0.4,9,5,18,4,10,8,7,3,541,454,1.47,Draw
9,4,17,4,14,3,5,4,572,495,3.17,4,4,10,2,5,5,8,5,258,173,0.49,'Home Win'
6,9,19,4,10,9,9,1,540,412,2.23,3,2,7,2,5,2,1,4,301,166,0.69,Draw
8,4,14,2,12,2,2,1,523,456,2.17,1,4,7,2,3,4,2,5,433,364,0.55,'Home Win'
6,5,16,5,8,8,7,1,639,581,0.99,1,3,4,0,4,0,2,5,358,294,0.9,'Home Win'
8,10,21,3,11,10,13,1,578,506,1.7,4,2,6,0,6,0,2,6,254,186,1.07,'Away Win'
3,7,13,3,6,7,5,1,433,322,0.62,2,3,6,1,6,0,4,3,320,213,0.35,'Away Win'
3,4,9,2,7,2,6,1,679,586,0.7,2,4,6,0,6,0,7,2,241,155,0.77,Draw
1,6,9,2,6,3,3,6,420,320,0.47,8,5,15,2,9,6,3,1,398,297,2.12,Draw
5,6,13,2,3,10,5,0,584,487,1.23,1,1,3,1,3,0,3,3,406,313,0.2,'Home Win'
2,4,8,2,5,3,4,1,355,280,0.33,2,3,8,3,3,5,4,2,568,486,0.67,Draw
12,4,17,1,13,4,4,5,453,358,3.04,6,4,12,2,8,4,6,11,600,497,0.58,'Home Win'
5,5,16,6,9,7,4,2,241,156,2.29,5,7,14,2,6,8,4,2,671,577,1.51,Draw
6,3,15,6,11,4,7,0,591,516,1.41,0,3,3,0,2,1,0,5,301,219,0.11,'Home Win'
5,2,9,2,6,3,4,4,439,322,0.7,5,6,16,5,12,4,9,4,372,239,1.46,Draw
2,7,16,7,10,6,8,4,320,229,1.25,4,7,15,4,10,5,5,0,491,402,1.01,'Home Win'
5,4,12,3,6,6,2,3,297,228,1.15,5,5,10,0,5,5,2,3,739,668,2.21,Draw
5,5,12,2,9,3,2,2,326,240,1.99,4,5,13,4,6,7,5,2,511,419,1.49,'Home Win'
10,3,16,3,8,8,6,2,437,367,2.06,3,4,9,2,3,6,4,5,457,391,0.51,'Home Win'
4,5,15,6,10,5,5,4,449,331,0.98,4,3,10,3,7,3,5,3,365,268,1.03,'Home Win'
4,8,14,2,7,7,1,4,409,320,1.61,6,8,19,5,15,4,8,2,547,438,2.23,Draw
6,3,20,11,12,8,4,3,605,535,2.02,3,5,9,1,7,2,1,6,337,264,0.58,'Home Win'
4,5,13,4,8,5,11,2,502,435,1.03,4,0,6,2,5,1,4,2,445,380,1.43,'Away Win'
6,2,11,3,10,1,5,1,550,501,1.89,1,5,7,1,3,4,7,4,345,292,0.21,'Home Win'
6,4,13,3,9,4,4,5,270,175,1.77,8,2,11,1,8,3,6,4,473,391,2.23,'Away Win'
4,6,12,2,6,6,7,3,280,200,0.61,3,3,9,3,2,7,5,3,580,496,0.64,'Home Win'
2,2,14,10,7,7,10,1,638,548,1.25,2,2,7,3,4,3,3,2,256,168,0.79,'Away Win'
3,1,7,3,4,3,3,4,372,275,1.11,4,3,8,1,5,3,1,1,563,474,0.88,'Home Win'
13,8,25,4,19,6,12,1,638,586,3.5,1,3,11,7,7,4,1,11,367,306,0.77,'Home Win'
3,4,10,3,7,3,5,5,399,297,0.81,5,6,15,4,11,4,5,2,366,265,1.27,'Home Win'
3,7,13,3,6,7,7,2,355,287,0.78,5,3,9,1,7,2,3,3,536,466,1.54,'Away Win'
3,5,11,3,5,6,2,3,337,246,1.1,3,9,13,1,12,1,5,2,471,388,1.6,'Home Win'
4,4,10,2,6,4,5,6,316,252,0.72,9,5,17,3,11,6,7,2,577,500,2.87,'Away Win'
6,9,21,6,8,13,11,1,602,517,0.94,2,0,3,1,3,0,3,6,324,235,0.77,'Away Win'
4,1,8,3,3,5,4,1,286,185,0.77,1,3,11,7,9,2,8,2,461,344,0.82,'Home Win'
6,4,14,4,12,2,8,2,579,473,1.96,2,5,13,6,6,7,2,4,331,224,0.81,'Home Win'
4,6,11,1,9,2,3,3,355,286,1.69,5,5,18,8,11,7,8,3,649,585,1.44,'Away Win'
7,4,13,2,12,1,5,7,470,377,2.04,7,5,14,2,9,5,2,6,418,313,1.13,'Home Win'
8,7,18,3,14,4,10,3,380,284,1.6,3,2,8,3,4,4,2,7,381,292,0.42,'Home Win'
4,6,16,6,11,5,5,3,558,473,1.74,3,2,7,2,5,2,4,2,377,269,1.32,'Home Win'
5,5,12,2,7,5,6,1,421,359,0.84,4,2,6,0,5,1,1,5,415,321,1.03,'Away Win'
2,10,14,2,8,6,6,0,720,641,1.75,0,4,8,4,4,4,1,1,314,232,0.29,'Home Win'
5,6,13,2,9,4,5,2,473,379,1.55,2,4,10,4,5,5,2,4,328,223,0.52,'Home Win'
0,8,13,5,8,5,3,2,572,489,0.78,2,5,8,1,7,1,2,0,372,293,0.58,Draw
5,7,18,6,11,7,6,2,572,465,1.63,3,5,10,2,6,4,3,5,283,184,0.76,'Away Win'
0,3,3,0,1,2,3,2,323,220,0.25,3,6,12,3,10,2,8,0,471,369,0.95,'Away Win'
4,3,9,2,5,4,4,3,651,579,1.12,3,3,7,1,6,1,7,2,441,366,0.27,'Home Win'
2,9,11,0,8,3,3,6,515,440,0.81,8,5,14,1,9,5,3,1,482,406,1.32,'Away Win'
5,0,9,4,8,1,5,2,575,501,2.66,4,2,7,1,4,3,4,2,431,355,0.55,'Home Win'
5,5,14,4,9,5,3,3,484,387,1.49,3,3,11,5,7,4,3,4,429,335,0.87,Draw
6,5,13,2,7,6,3,1,490,416,0.65,2,4,10,4,9,1,1,5,459,370,2.1,Draw
4,6,17,7,11,6,2,4,429,363,2.4,5,7,12,0,6,6,0,1,627,567,2.39,'Home Win'
3,6,15,6,12,3,6,4,512,440,1.26,5,6,12,1,11,1,5,1,581,499,1.6,'Home Win'
2,3,6,1,5,1,4,7,413,332,0.59,9,3,16,4,7,9,2,2,559,486,1.6,'Away Win'
2,8,13,3,9,4,4,2,591,485,1.93,3,1,4,0,3,1,1,2,335,223,0.22,'Away Win'
2,1,5,2,0,5,6,1,605,540,0.07,3,7,10,0,9,1,2,2,355,303,2.08,'Away Win'
4,11,17,2,11,6,5,1,407,327,1.56,3,2,7,2,5,2,1,2,441,351,1.42,Draw
3,5,14,6,8,6,8,0,328,245,0.75,2,8,12,2,7,5,4,3,563,475,0.76,'Away Win'
2,6,11,3,7,4,3,0,430,334,0.89,0,5,7,2,2,5,0,2,262,161,0.24,Draw
3,3,9,3,7,2,1,3,271,183,1.45,3,2,8,3,4,4,5,1,417,324,0.34,'Home Win'
5,13,24,6,17,7,5,1,509,449,1.71,3,7,11,1,9,2,2,4,388,325,1.64,'Away Win'
6,5,17,6,10,7,11,0,599,503,1.54,0,3,5,2,1,4,4,4,293,208,0.19,Draw
13,5,21,3,16,5,8,3,344,284,3.99,4,2,9,3,7,2,4,9,765,696,0.98,'Home Win'
3,2,6,1,4,2,0,3,295,200,0.54,3,3,7,1,5,2,4,1,454,351,1.19,Draw
3,3,8,2,4,4,1,4,232,158,0.39,4,5,15,6,10,5,11,1,523,443,0.9,'Home Win'
8,3,14,3,8,6,2,4,476,420,2.34,6,7,15,2,9,6,8,5,527,476,1.37,'Home Win'
5,1,8,2,6,2,7,4,438,356,1.16,6,3,12,3,8,4,6,4,388,298,1.45,'Away Win'
5,5,10,0,8,2,2,4,553,502,2.07,5,4,12,3,8,4,4,1,402,337,1.87,'Home Win'
4,6,11,1,6,5,4,4,515,437,1.09,6,0,8,2,7,1,4,2,440,357,0.75,'Home Win'
6,5,17,6,5,12,5,1,530,426,0.53,2,4,6,0,3,3,1,4,304,194,0.53,'Home Win'
11,7,21,3,13,8,9,2,377,306,2.36,5,2,8,1,5,3,2,10,317,231,1.66,'Away Win'
13,4,27,10,20,7,15,1,744,677,2.21,3,1,5,1,4,1,1,9,185,108,2.13,'Home Win'
5,7,15,3,13,2,4,0,400,334,1.98,1,7,10,2,7,3,6,3,386,318,1.36,Draw
2,5,10,3,4,6,3,1,469,366,0.35,2,3,9,4,3,6,1,2,344,240,0.94,Draw
4,5,12,3,10,2,0,2,343,257,2.17,2,6,11,3,6,5,6,1,573,477,0.88,'Home Win'
8,6,16,2,15,1,8,0,273,191,2.35,0,3,4,1,2,2,3,5,514,440,0.22,'Home Win'
3,3,8,2,5,3,3,0,449,361,0.92,1,5,7,1,7,0,5,1,595,529,0.99,'Home Win'
5,3,10,2,8,2,4,1,595,498,1.63,3,2,6,1,5,1,2,5,381,297,1.89,'Away Win'
7,3,15,5,11,4,3,4,409,348,1.32,4,10,20,6,8,12,6,4,493,430,1.06,'Home Win'
3,4,9,2,3,6,11,2,520,453,0.59,3,0,5,2,2,3,3,3,423,347,0.39,'Away Win'
7,12,23,4,15,8,2,1,599,563,3.85,3,4,11,4,7,4,1,4,522,456,0.63,'Home Win'
10,12,27,5,13,14,9,1,597,515,1.42,2,4,7,1,3,4,2,10,293,200,0.37,'Away Win'
9,13,34,12,18,16,10,0,528,423,4.36,2,3,7,2,5,2,6,9,307,209,0.69,'Away Win'
4,3,7,0,4,3,6,3,528,451,0.24,4,4,9,1,4,5,2,4,375,289,0.72,'Away Win'
7,0,9,2,8,1,5,5,381,318,1.86,7,5,16,4,14,2,4,2,586,518,2.56,'Home Win'
2,7,12,3,10,2,8,2,347,264,0.77,4,4,10,2,6,4,5,2,528,444,1.14,'Away Win'
9,5,19,5,11,8,7,2,788,734,2.33,2,4,7,1,6,1,4,6,315,248,0.96,'Home Win'
5,4,11,2,10,1,5,3,540,451,1.66,3,3,8,2,1,7,4,2,350,266,0.36,'Home Win'
4,3,9,2,5,4,7,1,478,411,0.58,1,3,7,3,3,4,2,3,438,370,0.52,'Home Win'
1,7,13,5,10,3,5,3,423,335,0.97,4,4,14,6,7,7,7,1,313,224,0.83,'Away Win'
6,3,15,6,11,4,8,1,607,525,1.33,3,5,13,5,6,7,6,4,298,222,1.14,Draw
8,6,21,7,13,8,4,2,637,562,1.48,2,3,6,1,4,2,7,7,502,424,0.47,'Home Win'
5,5,14,4,7,7,6,3,582,514,2.15,3,5,10,2,6,4,2,3,444,385,0.67,'Home Win'
6,6,13,1,10,3,6,4,350,261,1.54,4,5,10,1,4,6,2,5,438,350,0.44,'Home Win'
1,5,12,6,10,2,8,3,369,311,0.9,7,1,13,5,10,3,5,2,538,476,1.89,'Away Win'
8,6,14,0,12,2,5,3,299,248,1.79,5,5,15,5,12,3,3,6,582,520,1.88,Draw
7,2,14,5,9,5,3,5,504,425,0.77,7,6,14,1,5,9,5,5,556,481,1.17,'Home Win'
5,3,13,5,10,3,6,2,373,277,1.31,1,7,12,4,7,5,3,5,376,276,0.57,Draw
7,11,25,7,18,7,10,2,509,446,3.33,4,2,8,2,7,1,1,4,361,283,1.74,'Home Win'
2,2,7,3,5,2,2,1,341,269,0.33,1,5,7,1,2,5,2,1,447,388,0.38,'Home Win'
3,7,12,2,7,5,4,5,370,311,0.92,7,7,16,2,11,5,7,3,687,618,1.57,'Away Win'
5,15,22,2,14,8,5,2,749,696,1.71,3,5,11,3,7,4,1,4,386,322,0.62,'Away Win'
5,4,10,1,5,5,3,3,568,467,1.28,3,3,7,1,4,3,3,4,402,306,0.84,'Home Win'
4,3,10,3,7,3,2,1,522,427,0.77,2,3,7,2,3,4,3,2,462,357,0.22,'Home Win'
3,2,8,3,4,4,6,1,455,391,0.62,3,2,7,2,6,1,3,3,561,495,1.3,'Away Win'
9,4,16,3,11,5,4,3,481,399,2.33,4,0,6,2,4,2,8,7,359,277,1.27,Draw
3,8,14,3,9,5,1,6,467,396,1.3,7,8,19,4,9,10,9,3,346,271,2.51,'Away Win'
4,5,10,1,3,7,2,3,455,345,0.37,4,4,10,2,9,1,4,3,407,306,0.97,Draw
9,5,18,4,13,5,6,0,206,127,2.57,1,4,10,5,5,5,6,7,465,378,0.93,'Home Win'
11,5,22,6,17,5,4,10,789,728,2.52,10,5,18,3,8,10,1,6,305,245,1.28,'Home Win'
6,5,15,4,12,3,8,4,485,414,1.57,4,5,9,0,7,2,3,4,417,338,0.87,'Home Win'
2,10,14,2,12,2,7,2,483,411,1.56,6,5,15,4,13,2,5,1,366,291,1.91,'Away Win'
6,4,14,4,8,6,7,4,638,578,1.26,4,7,15,4,7,8,5,3,240,178,1.28,'Home Win'
9,3,18,6,13,5,6,1,626,539,1.69,2,2,5,1,4,1,2,9,308,223,0.46,'Away Win'
3,6,10,1,8,2,5,1,441,325,0.88,1,6,9,2,8,1,3,3,477,371,0.56,Draw
2,5,9,2,9,0,2,4,243,143,1.18,4,3,10,3,6,4,1,1,278,181,0.33,'Home Win'
8,13,29,8,17,12,12,1,422,349,3.01,3,2,7,2,3,4,2,6,419,344,0.42,Draw
3,6,11,2,7,4,10,3,416,320,1.92,5,3,8,0,7,1,2,2,449,356,1.68,'Away Win'
6,10,20,4,10,10,5,3,343,298,3.17,5,6,18,7,9,9,4,5,629,573,2.62,'Away Win'
7,7,21,7,17,4,3,2,502,449,1.78,6,4,12,2,8,4,3,3,685,630,1.04,Draw
12,11,27,4,16,11,1,3,437,371,3.16,4,7,12,1,4,8,4,7,510,441,0.5,'Home Win'
4,4,9,1,5,4,2,0,511,441,1.52,1,8,12,3,10,2,2,2,433,356,1.96,Draw
6,6,16,4,7,9,3,2,409,338,0.89,4,3,9,2,7,2,4,5,390,309,1.49,'Away Win'
9,5,16,2,11,5,4,3,626,574,4.62,2,6,10,2,6,4,2,2,268,215,1.05,'Home Win'
6,3,12,3,10,2,6,2,358,287,0.95,3,6,11,2,6,5,4,5,490,427,1.56,Draw
4,7,17,6,10,7,8,0,568,463,1.07,1,3,7,3,5,2,2,4,338,229,0.7,'Away Win'
4,3,14,7,6,8,8,2,541,487,0.61,4,3,10,3,9,1,4,2,364,310,2.17,'Away Win'
6,8,15,1,13,2,6,4,401,355,1.47,6,4,11,1,9,2,5,5,645,595,1.35,'Away Win'
5,5,13,3,7,6,4,3,642,599,0.92,3,7,11,1,7,4,5,4,436,375,0.86,Draw
4,5,9,0,4,5,2,3,517,444,0.99,4,7,14,3,9,5,6,3,264,186,2.59,Draw
6,10,23,7,13,10,7,2,471,388,?,2,2,6,2,5,1,2,6,272,183,?,Draw
6,9,21,6,15,6,8,2,560,489,?,2,2,4,0,3,1,0,5,274,191,?,Draw
8,5,17,4,12,5,8,1,605,539,?,2,1,4,1,4,0,4,5,224,155,?,'Home Win'
3,3,8,2,3,5,3,0,539,443,?,2,5,10,3,2,8,3,1,356,272,?,Draw
2,3,7,2,4,3,3,6,291,216,?,7,3,15,5,8,7,6,1,461,373,?,'Away Win'
5,3,12,4,4,8,5,2,255,201,?,3,4,10,3,5,5,2,3,518,450,?,'Home Win'
6,3,10,1,7,3,2,13,315,257,?,15,4,29,10,18,11,15,5,649,593,?,'Away Win'
0,9,10,1,6,4,3,2,385,305,?,5,2,12,5,5,7,6,0,543,469,?,'Away Win'
6,5,12,1,7,5,4,1,434,362,?,4,4,10,2,6,4,5,6,414,323,?,'Away Win'
2,7,17,8,9,8,4,1,352,285,?,1,2,5,2,2,3,4,2,397,331,?,'Home Win'
2,6,12,4,6,6,6,0,301,225,?,0,6,10,4,6,4,3,1,511,432,?,'Home Win'
5,6,13,2,8,5,5,3,473,410,?,5,5,19,9,13,6,6,5,491,443,?,'Away Win'
2,8,15,5,9,6,2,3,543,479,?,7,5,16,4,12,4,2,1,538,475,?,'Away Win'
1,8,13,4,7,6,9,1,450,386,?,3,4,8,1,4,4,2,1,395,321,?,'Away Win'
2,11,18,5,14,4,12,2,452,384,?,3,2,6,1,2,4,2,1,303,225,?,Draw
5,3,10,2,7,3,3,3,380,311,?,7,3,15,5,13,2,6,4,549,495,?,'Away Win'
7,3,13,3,9,4,5,1,350,277,?,3,4,8,1,7,1,2,6,403,329,?,'Away Win'
6,5,12,1,8,4,5,2,548,482,?,3,4,7,0,5,2,2,4,259,196,?,'Home Win'
3,8,16,5,11,5,2,2,413,313,?,2,3,9,4,6,3,2,2,335,246,?,'Home Win'
3,5,13,5,9,4,6,6,423,353,?,7,1,12,4,6,6,5,2,360,291,?,Draw
9,8,24,7,19,5,14,2,637,570,?,3,4,8,1,5,3,4,5,304,221,?,'Home Win'
1,4,7,2,5,2,2,2,464,381,?,2,8,12,2,7,5,4,0,367,287,?,'Home Win'
5,3,12,4,5,7,4,4,372,296,?,5,1,9,3,7,2,6,5,469,396,?,'Away Win'
2,4,8,2,4,4,1,6,263,197,?,6,3,11,2,8,3,4,2,480,408,?,Draw
4,6,15,5,11,4,7,3,303,235,?,6,3,19,10,12,7,7,3,555,499,?,'Away Win'
5,5,11,1,8,3,5,4,245,172,?,5,6,13,2,9,4,2,3,547,482,?,'Home Win'
3,2,9,4,4,5,0,5,334,257,?,8,10,20,2,13,7,6,3,569,497,?,'Away Win'
2,4,12,6,5,7,6,6,583,513,?,7,5,13,1,9,4,2,2,245,180,?,'Away Win'
3,3,11,5,8,3,2,5,517,440,?,6,4,11,1,7,4,4,3,452,366,?,'Away Win'
0,4,15,11,8,7,7,2,536,449,?,4,2,9,3,6,3,3,0,302,224,?,'Away Win'
2,11,17,4,9,8,4,1,558,467,?,2,4,9,3,7,2,2,3,288,192,?,'Away Win'
6,4,13,3,8,5,4,2,329,233,?,3,1,5,1,2,3,0,3,389,302,?,'Home Win'
5,1,12,6,8,4,7,6,437,343,?,7,3,15,5,9,6,6,4,362,270,?,Draw
4,2,9,3,7,2,4,2,367,286,?,7,10,18,1,11,7,4,4,447,372,?,'Away Win'
5,12,22,5,13,9,9,3,495,446,?,4,2,8,2,4,4,2,2,519,456,?,'Home Win'
10,6,18,2,17,1,6,0,472,411,?,0,4,7,3,5,2,4,6,403,356,?,'Home Win'
9,5,24,10,18,6,9,3,546,482,?,4,2,7,1,6,1,1,4,224,161,?,'Home Win'
5,3,9,1,4,5,2,0,530,452,?,0,3,7,4,4,3,2,2,382,299,?,'Home Win'
6,7,14,1,8,6,2,0,362,283,?,1,3,12,8,9,3,8,5,323,242,?,'Home Win'
4,5,10,1,8,2,6,3,410,347,?,4,6,10,0,3,7,3,3,390,328,?,Draw
4,2,10,4,8,2,4,2,464,384,?,3,5,14,6,9,5,7,1,541,471,?,'Home Win'
5,6,16,5,11,5,9,2,376,322,?,3,4,14,7,8,6,8,4,413,357,?,'Home Win'
3,3,8,2,4,4,3,5,250,171,?,6,5,13,2,9,4,7,1,503,425,?,'Home Win'
5,9,19,5,12,7,9,4,406,332,?,7,1,11,3,10,1,3,3,298,222,?,'Away Win'
6,5,14,3,8,6,7,3,289,206,?,4,6,17,7,13,4,7,5,345,266,?,'Home Win'
2,1,7,4,4,3,5,3,535,445,?,4,6,15,5,14,1,10,2,323,234,?,'Away Win'
5,8,14,1,10,4,3,3,358,277,?,4,3,14,7,6,8,12,3,437,367,?,'Home Win'
2,4,9,3,4,5,5,5,385,315,?,8,4,16,4,13,3,5,1,447,364,?,'Away Win'
0,6,6,0,4,2,5,4,219,142,?,8,6,16,2,13,3,6,0,568,482,?,'Away Win'
7,8,22,7,6,16,4,1,649,596,?,2,2,5,1,5,0,3,3,294,241,?,'Home Win'
7,5,14,2,11,3,2,0,318,235,?,2,7,11,2,6,5,7,4,491,413,?,'Home Win'
4,4,12,4,7,5,8,1,565,508,?,3,2,6,1,4,2,1,3,507,451,?,'Away Win'
9,10,25,6,18,7,6,1,708,642,?,1,0,1,0,1,0,0,6,213,143,?,'Home Win'
3,3,9,3,6,3,2,2,429,364,?,3,5,9,1,6,3,4,1,547,477,?,'Home Win'
7,4,14,3,10,4,5,2,462,390,?,2,2,6,2,5,1,4,4,239,161,?,'Home Win'
4,3,12,5,10,2,8,2,456,369,?,4,3,10,3,4,6,1,4,379,302,?,'Away Win'
6,7,18,5,11,7,8,0,413,352,?,1,3,7,3,2,5,2,6,312,235,?,'Away Win'
6,5,14,3,9,5,4,3,527,428,?,4,7,14,3,10,4,2,4,297,201,?,'Home Win'
7,8,17,2,11,6,6,0,376,305,?,1,7,12,4,6,6,4,6,455,386,?,Draw
2,3,5,0,3,2,5,2,389,323,?,3,4,9,2,3,6,2,1,485,422,?,'Home Win'
6,3,14,5,12,2,4,4,320,245,?,7,3,14,4,5,9,2,4,435,365,?,'Away Win'
2,3,10,5,6,4,6,7,300,236,?,6,5,14,3,10,4,5,2,481,400,?,Draw
5,3,10,2,8,2,6,3,294,202,?,5,6,12,1,7,5,4,3,499,412,?,Draw
8,5,16,3,11,5,2,0,316,246,?,5,5,11,1,8,3,2,5,485,412,?,'Away Win'
3,8,14,3,5,9,5,4,629,556,?,6,9,20,5,14,6,7,3,410,328,?,'Away Win'
3,7,13,3,9,4,5,2,283,226,?,3,6,11,2,7,4,5,3,770,715,?,'Away Win'
4,5,11,2,5,6,5,4,368,302,?,4,3,9,2,8,1,3,3,435,357,?,'Home Win'
6,5,15,4,8,7,13,1,535,455,?,2,3,6,1,4,2,3,4,218,137,?,'Home Win'
4,9,22,9,12,10,10,1,605,550,?,2,6,8,0,6,2,2,3,350,281,?,Draw
4,8,17,5,11,6,11,2,458,395,?,2,3,8,3,6,2,2,0,319,245,?,'Home Win'
7,2,13,4,11,2,8,3,505,433,?,4,5,11,2,4,7,3,5,608,541,?,'Home Win'
5,7,13,1,11,2,6,4,565,495,?,3,5,14,6,10,4,3,4,411,334,?,'Home Win'
2,3,7,2,4,3,5,3,319,243,?,4,4,11,3,8,3,7,1,438,372,?,Draw
2,4,9,3,4,5,4,3,381,284,?,4,11,19,4,8,11,4,2,740,666,?,'Away Win'
3,5,8,0,6,2,8,4,372,271,?,6,3,9,0,7,2,3,1,352,264,?,Draw
2,8,11,1,9,2,7,5,318,225,?,7,6,15,2,11,4,5,1,396,301,?,'Away Win'
5,6,17,6,12,5,9,1,522,468,?,1,2,5,2,3,2,3,4,340,279,?,'Home Win'
4,6,10,0,6,4,7,3,261,175,?,4,6,12,2,8,4,6,1,453,379,?,'Home Win'
3,3,10,4,7,3,5,3,363,261,?,4,9,21,8,14,7,7,2,429,353,?,Draw
3,6,12,3,4,8,3,1,509,436,?,1,2,4,1,4,0,1,3,356,282,?,Draw
3,6,13,4,7,6,6,0,566,453,?,1,2,3,0,2,1,1,3,382,271,?,'Away Win'
3,5,10,2,3,7,1,4,455,381,?,6,1,8,1,6,2,6,2,396,312,?,'Away Win'
5,3,9,1,6,3,1,0,370,295,?,1,3,4,0,1,3,3,4,500,417,?,'Away Win'
3,7,15,5,10,5,6,2,374,285,?,2,8,14,4,6,8,4,2,395,299,?,'Home Win'
4,2,8,2,6,2,2,4,414,345,?,5,7,18,6,12,6,3,1,547,488,?,'Home Win'
8,9,20,3,15,5,6,4,477,406,?,6,2,8,0,8,0,1,5,326,244,?,Draw
3,5,17,9,8,9,4,3,580,486,?,3,1,6,2,3,3,1,3,323,223,?,Draw
6,14,23,3,15,8,6,1,483,417,?,2,6,9,1,6,3,2,5,278,191,?,Draw
9,2,12,1,8,4,8,3,416,347,?,3,8,14,3,2,12,4,7,289,233,?,'Home Win'
6,4,16,6,14,2,9,4,529,440,?,5,4,12,3,9,3,3,3,433,363,?,'Home Win'
4,6,12,2,8,4,3,3,538,446,?,4,7,14,3,7,7,4,3,464,378,?,Draw
5,6,16,5,11,5,8,1,763,716,?,1,4,5,0,4,1,0,2,328,276,?,'Home Win'
3,4,10,3,8,2,8,3,435,382,?,7,1,10,2,7,3,2,3,738,696,?,'Away Win'
5,9,18,4,12,6,11,4,488,414,?,5,5,13,3,9,4,6,4,273,208,?,Draw
7,5,13,1,11,2,4,3,235,164,?,5,5,14,4,11,3,5,4,449,381,?,'Home Win'
4,2,11,5,9,2,7,2,362,264,?,4,7,14,3,8,6,4,2,528,443,?,Draw
3,9,13,1,8,5,4,3,345,254,?,3,7,12,2,7,5,9,3,505,422,?,Draw
7,1,9,1,6,3,3,4,288,204,?,5,8,22,9,14,8,7,3,477,408,?,'Home Win'
7,5,14,2,8,6,10,3,405,323,?,3,4,12,5,9,3,7,7,379,286,?,'Home Win'
5,8,17,4,12,5,9,3,495,394,?,3,1,5,1,4,1,2,4,276,174,?,'Home Win'
5,8,17,4,4,13,10,0,667,577,?,1,2,4,1,2,2,0,5,271,178,?,Draw
6,6,18,6,7,11,4,1,638,579,?,2,2,9,5,6,3,3,3,502,434,?,'Home Win'
1,3,7,3,2,5,3,1,468,383,?,2,6,9,1,4,5,5,0,474,398,?,Draw
7,3,10,0,8,2,1,1,669,598,?,3,1,5,1,3,2,2,3,343,273,?,'Home Win'
4,9,17,4,12,5,7,1,560,474,?,3,3,9,3,4,5,4,3,463,385,?,'Away Win'
5,4,13,4,5,8,5,2,362,304,?,4,2,9,3,5,4,3,3,544,471,?,Draw
3,6,13,4,6,7,5,3,547,464,?,5,3,10,2,8,2,3,2,271,188,?,'Away Win'
11,12,28,5,17,11,10,0,441,374,?,0,3,3,0,2,1,1,7,277,203,?,'Home Win'
2,6,9,1,6,3,4,2,185,104,?,2,8,20,10,4,16,10,1,560,490,?,'Home Win'
5,1,11,5,5,6,10,3,441,367,?,4,6,15,5,8,7,4,3,412,337,?,'Home Win'
7,7,19,5,14,5,6,3,370,294,?,3,1,6,2,4,2,2,6,523,441,?,'Home Win'
5,7,12,0,8,4,6,2,514,430,?,3,4,8,1,6,2,2,5,359,269,?,'Away Win'
10,6,20,4,12,8,1,2,390,318,?,2,4,7,1,4,3,8,8,422,345,?,'Home Win'
5,8,19,6,11,8,6,2,509,446,?,3,3,8,2,2,6,4,2,313,247,?,'Home Win'
7,3,10,0,8,2,5,6,344,279,?,8,6,16,2,11,5,3,4,495,433,?,'Home Win'
2,1,3,0,3,0,3,1,275,212,?,2,7,13,4,10,3,10,2,572,496,?,'Away Win'
7,5,14,2,10,4,5,2,418,346,?,4,3,10,3,4,6,3,7,305,231,?,'Away Win'
